"taxnum","case_num","charge","case_value","disposition"
"939711","2010-770","KNOWINGLY ASSOCIATED WITH A PERSON REASONABLY BELIEVED TO BE ENGAGED IN, LIKELY TO ENGAGE IN OR TO HAVE ENGAGED IN CRIMINAL ACTIVITIES.","Case: 2, Penalty: DISMISSAL PROBATION&nbsp;<i>(12 month(s) )</i>, SUSPENDED W/O PAY&nbsp;<i>(15 day(s) )</i>, VACATION DAYS&nbsp;<i>(45 day(s) )","GUILTY"
"951748",NA,NA,NA,NA
"951749",NA,NA,NA,NA
"944578","2014-11162","DURING A VISIT TO A DEPARTMENT DISTRICT SURGON, HE MADE AN INACCURATE STATEMENT TO WIT: HE TOLD THE DEPARTMENT DISTRICT SURGEON THAT HE WAS UNABLE TO DRIVE A VEHICLE WHEN, IN FACT, HE WAS SUPSEQUENTLY OBSERVED OPERATING A VEHICLE.","Case: 1, Penalty: DISMISSAL PROBATION&nbsp;<i>(12 month(s) )</i>, VACATION DAYS&nbsp;<i>(35 day(s) )","GUILTY"
"944578","2014-11162","ON APPROXIMATELY THREE OCCASIONS DETECTIVE CAUSED INACCURATE ENTRIES TO BE MADE IN DEPARTMENT MEDICAL DIVISION RECORDS.","Case: 1, Penalty: DISMISSAL PROBATION&nbsp;<i>(12 month(s) )</i>, VACATION DAYS&nbsp;<i>(35 day(s) )","GUILTY"
"944578","2014-11162","ON APPROXIMATELY THREE OCCASIONS DETECTIVE EXAGGERATED THE EXTENT OF HIS INJURY WHEN HE VISITED DEPARTMENT DISTRICT SURGEONS AND INFORMED THEM THAT HE WAS UNABLE TO DRIVE A VEHICLE.","Case: 1, Penalty: DISMISSAL PROBATION&nbsp;<i>(12 month(s) )</i>, VACATION DAYS&nbsp;<i>(35 day(s) )","GUILTY"
"944578","2014-11162","DETECTIVE EXAGGERATED THE EXTENT OF HIS INJURY WHEN HE VISITED DEPARTMENT DISTRICT SURGEONS.","Case: 1, Penalty: DISMISSAL PROBATION&nbsp;<i>(12 month(s) )</i>, VACATION DAYS&nbsp;<i>(35 day(s) )","GUILTY"
"952755",NA,NA,NA,NA
"936626",NA,NA,NA,NA
"938511",NA,NA,NA,NA
"932671",NA,NA,NA,NA
"954830",NA,NA,NA,NA
"932102",NA,NA,NA,NA
"947008",NA,NA,NA,NA
"938512",NA,NA,NA,NA
"934891",NA,NA,NA,NA
"950452",NA,NA,NA,NA
"936627",NA,NA,NA,NA
"965726",NA,NA,NA,NA
"945193",NA,NA,NA,NA
"947009",NA,NA,NA,NA
"948028",NA,NA,NA,NA
"943260",NA,NA,NA,NA
"949457",NA,NA,NA,NA
"964521",NA,NA,NA,NA
"936628",NA,NA,NA,NA
"969709",NA,NA,NA,NA
"933788",NA,NA,NA,NA
"962416",NA,NA,NA,NA
"969080",NA,NA,NA,NA
"960559",NA,NA,NA,NA
"940918",NA,NA,NA,NA
"945741",NA,NA,NA,NA
"954831",NA,NA,NA,NA
"917651",NA,NA,NA,NA
"938513","2016-16422","WHILE ON DUTY WRONGFULLY USED FORCE, IN THAT HE USED A TASER AGAINST A PERSON KNOWN TO THE DEPARTMENT WITHOUT POLICE NECESSITY.","Case: 1, Penalty: VACATION DAYS&nbsp;<i>(15 day(s) )","GUILTY"
"938513","2016-16422","WHILE ON DUTY WRONGFULLY USED FORCE, IN THAT HE USED A TASER AGAINST A PERSON KNOWN TO THE DEPARTMENT WITHOUT POLICE NECESSITY.","Case: 1, Penalty: VACATION DAYS&nbsp;<i>(15 day(s) )","GUILTY"
"938513","2018-19634","Failed to take police action.\r\nFailed to supervise.","Case: 2, Penalty: VACATION DAYS&nbsp;<i>(20 day(s) )","GUILTY"
"938513","2018-19634","Violated patrol rules.","Case: 2, Penalty: VACATION DAYS&nbsp;<i>(20 day(s) )","GUILTY"
"938513","2018-19634","Failed to make required entries in Department Logs.\r\nFailed to supervise.","Case: 2, Penalty: VACATION DAYS&nbsp;<i>(20 day(s) )","GUILTY"
"938513","2018-19634","Failed to make proper notifications.\r\nMade or caused to be made false or inaccurate entries in Department records.","Case: 2, Penalty: VACATION DAYS&nbsp;<i>(20 day(s) )","GUILTY"
"938513","2018-19634","Failed to conduct an investigation.","Case: 2, Penalty: VACATION DAYS&nbsp;<i>(20 day(s) )","GUILTY"
"938513","2018-19634","Failed to make proper notifications.","Case: 2, Penalty: VACATION DAYS&nbsp;<i>(20 day(s) )","GUILTY"
"938513","2018-19634","Failed to make proper notifications.","Case: 2, Penalty: VACATION DAYS&nbsp;<i>(20 day(s) )","GUILTY"
"938513","2018-19634","Failed to supervise.","Case: 2, Penalty: VACATION DAYS&nbsp;<i>(20 day(s) )","GUILTY"
"954832",NA,NA,NA,NA
"957607",NA,NA,NA,NA
"966070",NA,NA,NA,NA
"943261",NA,NA,NA,NA
"960561",NA,NA,NA,NA
"940166",NA,NA,NA,NA
"936630",NA,NA,NA,NA
"953887",NA,NA,NA,NA
"963527",NA,NA,NA,NA
"943262",NA,NA,NA,NA
"938514",NA,NA,NA,NA
"966581",NA,NA,NA,NA
"921354",NA,NA,NA,NA
"965116",NA,NA,NA,NA
"940167",NA,NA,NA,NA
"945742",NA,NA,NA,NA
"938515",NA,NA,NA,NA
"941785",NA,NA,NA,NA
"932674",NA,NA,NA,NA
"956662",NA,NA,NA,NA
"894002",NA,NA,NA,NA
"950453",NA,NA,NA,NA
"959644",NA,NA,NA,NA
"955936","2019-21094","Criminal association.","Case: 1, Penalty: VACATION DAYS&nbsp;<i>(30 day(s) )</i>, VACATION DAYS&nbsp;<i>(30 day(s) )","GUILTY"
"955936","2019-21094","Criminal association.","Case: 1, Penalty: VACATION DAYS&nbsp;<i>(30 day(s) )</i>, VACATION DAYS&nbsp;<i>(30 day(s) )","GUILTY"
"955936","2019-21094","Made computer inquiries unrelated to official Department business.","Case: 1, Penalty: VACATION DAYS&nbsp;<i>(30 day(s) )</i>, VACATION DAYS&nbsp;<i>(30 day(s) )","GUILTY"
"955936","2019-21094","Made computer inquiries unrelated to official Department business.","Case: 1, Penalty: VACATION DAYS&nbsp;<i>(30 day(s) )</i>, VACATION DAYS&nbsp;<i>(30 day(s) )","GUILTY"
"955936","2019-21094","Failed to make required entries in Department Logs.","Case: 1, Penalty: VACATION DAYS&nbsp;<i>(30 day(s) )</i>, VACATION DAYS&nbsp;<i>(30 day(s) )","GUILTY"
"955936","2019-21094","Failed to make required entries in Department Logs.","Case: 1, Penalty: VACATION DAYS&nbsp;<i>(30 day(s) )</i>, VACATION DAYS&nbsp;<i>(30 day(s) )","GUILTY"
"923851",NA,NA,NA,NA
"932676",NA,NA,NA,NA
"950456",NA,NA,NA,NA
"958610",NA,NA,NA,NA
"941786",NA,NA,NA,NA
"943263",NA,NA,NA,NA
"939823",NA,NA,NA,NA
"972649",NA,NA,NA,NA
"917653",NA,NA,NA,NA
"968420",NA,NA,NA,NA
"890048",NA,NA,NA,NA
"950457",NA,NA,NA,NA
"964522",NA,NA,NA,NA
"962417",NA,NA,NA,NA
"940169",NA,NA,NA,NA
"960564",NA,NA,NA,NA
"936632",NA,NA,NA,NA
"957608",NA,NA,NA,NA
"941787",NA,NA,NA,NA
"969710",NA,NA,NA,NA
"896384",NA,NA,NA,NA
"950458",NA,NA,NA,NA
"948211",NA,NA,NA,NA
"966582",NA,NA,NA,NA
"954833",NA,NA,NA,NA
"944222","2010-1485","WRONGFULLY RELEASED A FOUR YEAR OLD CHILD TO A FEMALE WITHOUT OBTAINING PROPER IDENTIFICATION.","Case: 1, Penalty: VACATION DAYS&nbsp;<i>(10 day(s) )","GUILTY"
"944222","2010-1485","AFTER AN ARREST OF AN INDIVIDUAL KNOWN TO THE DEPARTMENT INVOLVING ENDANGERING THE WELFARE OF A CHILD, FAILED TO NOTIFY THE NEW YORK STATE CENTRAL REGISTRY OF CHILD ABUSE, ADMINISTRATION FOR CHILDREN’S SERVICES AND FAILED TO PREPARE REQUIRED DEPARTMENT REPORTS.","Case: 1, Penalty: VACATION DAYS&nbsp;<i>(10 day(s) )","GUILTY"
"940170",NA,NA,NA,NA
"923853",NA,NA,NA,NA
"951750",NA,NA,NA,NA
"932677",NA,NA,NA,NA
"954834",NA,NA,NA,NA
"928335",NA,NA,NA,NA
"883903",NA,NA,NA,NA
"957609",NA,NA,NA,NA
"947011",NA,NA,NA,NA
"951751",NA,NA,NA,NA
"960565",NA,NA,NA,NA
"954835",NA,NA,NA,NA
"943265",NA,NA,NA,NA
"948993",NA,NA,NA,NA
"961774",NA,NA,NA,NA
"967881",NA,NA,NA,NA
"947012",NA,NA,NA,NA
"952756",NA,NA,NA,NA
"965117",NA,NA,NA,NA
"920306",NA,NA,NA,NA
"962419",NA,NA,NA,NA
"928338",NA,NA,NA,NA
"954837",NA,NA,NA,NA
"958611",NA,NA,NA,NA
"945744",NA,NA,NA,NA
"931677",NA,NA,NA,NA
"934893",NA,NA,NA,NA
"943266","2016-15110","WHILE OFF-DUTY, ENGAGED IN A VERBAL DISPUTE AND PHYSICAL ALTERCATION WITH A MEMBER OF THE SERVICE.","Case: 1, Penalty: VACATION DAYS&nbsp;<i>(20 day(s) )","GUILTY"
"943266","2016-15110","WHILE OFF-DUTY, DURING OFFICIAL DEPARTMENT INTERVIEW WRONGFULLY PROVIDED MISLEADING OR INACCURATE STATEMENTS.","Case: 1, Penalty: VACATION DAYS&nbsp;<i>(20 day(s) )","GUILTY"
"971441",NA,NA,NA,NA
"964005",NA,NA,NA,NA
"931678",NA,NA,NA,NA
"941788",NA,NA,NA,NA
"948994",NA,NA,NA,NA
"972650",NA,NA,NA,NA
"925326",NA,NA,NA,NA
"932678",NA,NA,NA,NA
"901575",NA,NA,NA,NA
"932679",NA,NA,NA,NA
"957610",NA,NA,NA,NA
"943267",NA,NA,NA,NA
"938517",NA,NA,NA,NA
"952758",NA,NA,NA,NA
"973409",NA,NA,NA,NA
"948995",NA,NA,NA,NA
"921358",NA,NA,NA,NA
"957611",NA,NA,NA,NA
"960566",NA,NA,NA,NA
"922878",NA,NA,NA,NA
"928341","2010-2928","WHILE ON-DUTY, FAILED TO PROPERLY PERFORM HIS ASSIGNMENT AND TAKE POLICE ACTION","Case: 1, Penalty: VACATION DAYS&nbsp;<i>(5 day(s) )","GUILTY"
"928341","2010-2928","WHILE ON-DUTY FAILED TO VOUCHER PROPERTY","Case: 1, Penalty: VACATION DAYS&nbsp;<i>(5 day(s) )","GUILTY"
"928341","2010-2928","WHILE ON-DUTY, MADE INCOMPLETE ENTRIES IN MEMOBOOK.","Case: 1, Penalty: VACATION DAYS&nbsp;<i>(5 day(s) )","GUILTY"
"925327",NA,NA,NA,NA
"960567",NA,NA,NA,NA
"966583",NA,NA,NA,NA
"971061",NA,NA,NA,NA
"952759",NA,NA,NA,NA
"955937",NA,NA,NA,NA
"967882",NA,NA,NA,NA
"964006",NA,NA,NA,NA
"952760",NA,NA,NA,NA
"931679",NA,NA,NA,NA
"956664",NA,NA,NA,NA
"971062",NA,NA,NA,NA
"951752",NA,NA,NA,NA
"957612",NA,NA,NA,NA
"934894",NA,NA,NA,NA
"944264",NA,NA,NA,NA
"951753","2018-18822","Wrongfully issued a summons to an individual known to the Department.","Case: 1, Penalty: DISMISSAL PROBATION&nbsp;<i>(12 month(s) )</i>, VACATION DAYS&nbsp;<i>(45 day(s) )","GUILTY"
"951753","2018-18822","Made or caused to be made false or inaccurate entries in Department records.","Case: 1, Penalty: DISMISSAL PROBATION&nbsp;<i>(12 month(s) )</i>, VACATION DAYS&nbsp;<i>(45 day(s) )","GUILTY"
"951753","2018-18822","Off post.","Case: 1, Penalty: DISMISSAL PROBATION&nbsp;<i>(12 month(s) )</i>, VACATION DAYS&nbsp;<i>(45 day(s) )","GUILTY"
"951753","2018-18822","Failed to make proper notifications.","Case: 1, Penalty: DISMISSAL PROBATION&nbsp;<i>(12 month(s) )</i>, VACATION DAYS&nbsp;<i>(45 day(s) )","GUILTY"
"951753","2018-18822","Failed to make proper notifications.","Case: 1, Penalty: DISMISSAL PROBATION&nbsp;<i>(12 month(s) )</i>, VACATION DAYS&nbsp;<i>(45 day(s) )","GUILTY"
"951753","2018-18822","Off post.","Case: 1, Penalty: DISMISSAL PROBATION&nbsp;<i>(12 month(s) )</i>, VACATION DAYS&nbsp;<i>(45 day(s) )","GUILTY"
"921359",NA,NA,NA,NA
"956665",NA,NA,NA,NA
"958612",NA,NA,NA,NA
"966584",NA,NA,NA,NA
"959646",NA,NA,NA,NA
"928343",NA,NA,NA,NA
"970532",NA,NA,NA,NA
"919080",NA,NA,NA,NA
"938520",NA,NA,NA,NA
"904864",NA,NA,NA,NA
"932681",NA,NA,NA,NA
"960568",NA,NA,NA,NA
"963036",NA,NA,NA,NA
"873596",NA,NA,NA,NA
"965118",NA,NA,NA,NA
"938522",NA,NA,NA,NA
"941789",NA,NA,NA,NA
"971944",NA,NA,NA,NA
"969082",NA,NA,NA,NA
"948740",NA,NA,NA,NA
"962420",NA,NA,NA,NA
"919598","2019-20359","Accessed body worn camera footage for purposes unrelated to official Department business.","Case: 1, Penalty: VACATION DAYS&nbsp;<i>(20 day(s) )","GUILTY"
"919598","2019-20359","Wrongfully disseminated confidential Department information.\r\nRecorded body worn camera footage for purposes unrelated to official Department business.","Case: 1, Penalty: VACATION DAYS&nbsp;<i>(20 day(s) )","GUILTY"
"919598","2019-20359","Impeded an investigation.","Case: 1, Penalty: VACATION DAYS&nbsp;<i>(20 day(s) )","GUILTY"
"947013",NA,NA,NA,NA
"962421",NA,NA,NA,NA
"926127",NA,NA,NA,NA
"895470",NA,NA,NA,NA
"944580",NA,NA,NA,NA
"948997",NA,NA,NA,NA
"969711",NA,NA,NA,NA
"941790","2015-13583","WHILE ON-DUTY, WAS OFF-POST WITHOUT PERMISSION OR POLICE NECESSITY.","Case: 1, Penalty: VACATION DAYS&nbsp;<i>(10 day(s) )","GUILTY"
"941790","2015-13583","FAILED TO NOTIFY THE DESK OFFICER BEFORE LEAVING HIS POST AND OF HIS WHEREABOUTS AS REQUIRED.","Case: 1, Penalty: VACATION DAYS&nbsp;<i>(10 day(s) )","GUILTY"
"941790","2015-13583","WHILE ON-DUTY, FAILED AND NEGLECTED TO BE PROPERLY ATTIRED DURING HIS TOUR.","Case: 1, Penalty: VACATION DAYS&nbsp;<i>(10 day(s) )","GUILTY"
"941790","2017-18035","Violated an Order of Protection.","Case: 2, Penalty: COUNSELING, PRE-TRIAL SUSPENSION DAYS&nbsp;<i>(30 day(s) )","GUILTY"
"966071",NA,NA,NA,NA
"969083",NA,NA,NA,NA
"930193",NA,NA,NA,NA
"943269",NA,NA,NA,NA
"932683",NA,NA,NA,NA
"963528",NA,NA,NA,NA
"958203",NA,NA,NA,NA
"954840",NA,NA,NA,NA
"960569",NA,NA,NA,NA
"948998",NA,NA,NA,NA
"948999",NA,NA,NA,NA
"969712",NA,NA,NA,NA
"951754",NA,NA,NA,NA
"954841",NA,NA,NA,NA
"924565",NA,NA,NA,NA
"961026",NA,NA,NA,NA
"955938","2019-20049","WHILE OFF-DUTY ENGAGED IN A PHYSICAL ALTERCATION WITH TWO (2) EMERGENCY MEDICAL TECHNICIANS.","Case: 1, Penalty: COUNSELING, DISMISSAL PROBATION&nbsp;<i>(12 month(s) )</i>, ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS&nbsp;<i>(30 day(s) )</i>, VACATION DAYS&nbsp;<i>(10 day(s) )","GUILTY"
"955938","2019-20049","WHILE OFF-DUTY WAS UNFIT FOR DUTY DUE TO HIS CONSUMPTION OF ALCOHOL.","Case: 1, Penalty: COUNSELING, DISMISSAL PROBATION&nbsp;<i>(12 month(s) )</i>, ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS&nbsp;<i>(30 day(s) )</i>, VACATION DAYS&nbsp;<i>(10 day(s) )","GUILTY"
"955938","2019-20049","WHILE OFF-DUTY DID FAIL AND NEGLECT TO TIMELY NOTIFY THE OPERATIONS UNIT AFTER BEING INVOLVED IN AN UNUSUAL POLICE OCCURRENCE.","Case: 1, Penalty: COUNSELING, DISMISSAL PROBATION&nbsp;<i>(12 month(s) )</i>, ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS&nbsp;<i>(30 day(s) )</i>, VACATION DAYS&nbsp;<i>(10 day(s) )","GUILTY"
"949000","2017-17727","WHILE OFF DUTY, DID WRONGFULLY CONSUME INTOXICANT TO THE EXTENT THAT HE WAS UNFIT FOR DUTY.","Case: 1, Penalty: COUNSELING, PRE-TRIAL SUSPENSION DAYS&nbsp;<i>(31 day(s) )","GUILTY"
"949000","2017-17727","WHILE OFF DUTY, SAID POLICE OFFICER GAMEZ FAILED TO IMMEDIATELY IDENTIFY HIMSELF AS A MEMBER OF SERVICE TO MEMBERS OF THE 114TH PRECINCT, DURING A MOTOR VEHICLE ACCIDENT INVESTIGATION.","Case: 1, Penalty: COUNSELING, PRE-TRIAL SUSPENSION DAYS&nbsp;<i>(31 day(s) )","GUILTY"
"954842",NA,NA,NA,NA
"950462",NA,NA,NA,NA
"950463",NA,NA,NA,NA
"971063",NA,NA,NA,NA
"951755",NA,NA,NA,NA
"932686",NA,NA,NA,NA
"955939",NA,NA,NA,NA
"934895",NA,NA,NA,NA
"944582",NA,NA,NA,NA
"953547",NA,NA,NA,NA
"954843",NA,NA,NA,NA
"938525",NA,NA,NA,NA
"955940",NA,NA,NA,NA
"921002",NA,NA,NA,NA
"965119",NA,NA,NA,NA
"959647",NA,NA,NA,NA
"951756",NA,NA,NA,NA
"970533",NA,NA,NA,NA
"953890",NA,NA,NA,NA
"971443",NA,NA,NA,NA
"933793",NA,NA,NA,NA
"947014",NA,NA,NA,NA
"967544",NA,NA,NA,NA
"943271",NA,NA,NA,NA
"885669",NA,NA,NA,NA
"947015",NA,NA,NA,NA
"934896",NA,NA,NA,NA
"919025",NA,NA,NA,NA
"966072",NA,NA,NA,NA
"946481",NA,NA,NA,NA
"971444",NA,NA,NA,NA
"947016",NA,NA,NA,NA
"971064",NA,NA,NA,NA
"964524",NA,NA,NA,NA
"945746",NA,NA,NA,NA
"959648",NA,NA,NA,NA
"973088",NA,NA,NA,NA
"953891",NA,NA,NA,NA
"932688",NA,NA,NA,NA
"955321",NA,NA,NA,NA
"933794",NA,NA,NA,NA
"928346",NA,NA,NA,NA
"932690","2014-11918","STOPPED A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.","Case: 1, Penalty: VACATION DAYS&nbsp;<i>(5 day(s) )","GUILTY"
"932690","2014-11918","ENTERED A LOCATION WITHOUT SUFFICIENT LEGAL AUTHORITY.","Case: 1, Penalty: VACATION DAYS&nbsp;<i>(5 day(s) )","GUILTY"
"940295",NA,NA,NA,NA
"965121",NA,NA,NA,NA
"933795",NA,NA,NA,NA
"960571",NA,NA,NA,NA
"965122",NA,NA,NA,NA
"953892","2020-21752","Unfit for duty.","Case: 1, Penalty: COUNSELING, DISMISSAL PROBATION&nbsp;<i>(12 month(s) )</i>, ORDERED BREATH TESTING, VACATION DAYS&nbsp;<i>(40 day(s) )","GUILTY"
"953892","2020-21752","Failed to identify themselves as a police officer.","Case: 1, Penalty: COUNSELING, DISMISSAL PROBATION&nbsp;<i>(12 month(s) )</i>, ORDERED BREATH TESTING, VACATION DAYS&nbsp;<i>(40 day(s) )","GUILTY"
"969713",NA,NA,NA,NA
"944583",NA,NA,NA,NA
"945747",NA,NA,NA,NA
"967883",NA,NA,NA,NA
"959649","2019-21075","Wrongfully disseminated confidential Department information.","Case: 1, Penalty: VACATION DAYS&nbsp;<i>(25 day(s) )","GUILTY"
"959649","2019-21075","Violated Department of Motor Vehicles rules.","Case: 1, Penalty: VACATION DAYS&nbsp;<i>(25 day(s) )","GUILTY"
"959649","2019-21075","Violated Department of Motor Vehicles rules.","Case: 1, Penalty: VACATION DAYS&nbsp;<i>(25 day(s) )","GUILTY"
"959649","2019-21075","Violated Department of Motor Vehicles rules.","Case: 1, Penalty: VACATION DAYS&nbsp;<i>(25 day(s) )","GUILTY"
"959649","2019-21075","Violated Department of Motor Vehicles rules.","Case: 1, Penalty: VACATION DAYS&nbsp;<i>(25 day(s) )","GUILTY"
"968422",NA,NA,NA,NA
"966585",NA,NA,NA,NA
"968423",NA,NA,NA,NA
"972651",NA,NA,NA,NA
"971945",NA,NA,NA,NA
"970534",NA,NA,NA,NA
"938526",NA,NA,NA,NA
"972652",NA,NA,NA,NA
"952761",NA,NA,NA,NA
"954845",NA,NA,NA,NA
"965123",NA,NA,NA,NA
"937935",NA,NA,NA,NA
"954846",NA,NA,NA,NA
"950465",NA,NA,NA,NA
"970535",NA,NA,NA,NA
"962422",NA,NA,NA,NA
"968424",NA,NA,NA,NA
"959650",NA,NA,NA,NA
"930196",NA,NA,NA,NA
"932691",NA,NA,NA,NA
"969714",NA,NA,NA,NA
"961777",NA,NA,NA,NA
"961778",NA,NA,NA,NA
"957614",NA,NA,NA,NA
"920316",NA,NA,NA,NA
"932692",NA,NA,NA,NA
"970536",NA,NA,NA,NA
"945748",NA,NA,NA,NA
"962423",NA,NA,NA,NA
"965728",NA,NA,NA,NA
"930197",NA,NA,NA,NA
"936639",NA,NA,NA,NA
"934897","2016-15462","WHILE OFF- DUTY, WAS INVOLVED IN A PHYSICAL ALTERCATION WITH A PERSON KNOWN TO THE DEPARTMENT.","Case: 1, Penalty: COUNSELING, PRE-TRIAL SUSPENSION DAYS&nbsp;<i>(30 day(s) )","GUILTY"
"954848",NA,NA,NA,NA
"945194",NA,NA,NA,NA
"941791","2017-16876","WHILE OFF-DUTY, SAID POLICE OFFICER ENGAGED IN A PHYSICAL ALTERCATION WITH A PERSON KNOWN TO THE DEPARTMENT","Case: 1, Penalty: COUNSELING, PRE-TRIAL SUSPENSION DAYS&nbsp;<i>(33 day(s) )","GUILTY"
"922393",NA,NA,NA,NA
"935152",NA,NA,NA,NA
"969715",NA,NA,NA,NA
"963251",NA,NA,NA,NA
"949002",NA,NA,NA,NA
"972654",NA,NA,NA,NA
"934898",NA,NA,NA,NA
"934288",NA,NA,NA,NA
"960572",NA,NA,NA,NA
"940172",NA,NA,NA,NA
"950466",NA,NA,NA,NA
"973411",NA,NA,NA,NA
"968425",NA,NA,NA,NA
"936640",NA,NA,NA,NA
"971946",NA,NA,NA,NA
"954849",NA,NA,NA,NA
"946949",NA,NA,NA,NA
"973412",NA,NA,NA,NA
"936641",NA,NA,NA,NA
"923437",NA,NA,NA,NA
"971065",NA,NA,NA,NA
"943272",NA,NA,NA,NA
"945369",NA,NA,NA,NA
"952762",NA,NA,NA,NA
"922394",NA,NA,NA,NA
"973413",NA,NA,NA,NA
"912120",NA,NA,NA,NA
"950468",NA,NA,NA,NA
"971445",NA,NA,NA,NA
"963037",NA,NA,NA,NA
"962424",NA,NA,NA,NA
"957615",NA,NA,NA,NA
"957616",NA,NA,NA,NA
"971947",NA,NA,NA,NA
"928348",NA,NA,NA,NA
"962425",NA,NA,NA,NA
"967884",NA,NA,NA,NA
"950469",NA,NA,NA,NA
"967885",NA,NA,NA,NA
"953832",NA,NA,NA,NA
"968426",NA,NA,NA,NA
"953894",NA,NA,NA,NA
"956667",NA,NA,NA,NA
"936643",NA,NA,NA,NA
"952764",NA,NA,NA,NA
"943275","2014-12069","HAVING BECOME AWARE THAT HE WAS THE SUBJECT OF AN INVESTIGATION BY ANOTHER AGENCY, DID FAIL AND NEGLECT TO NOTIFY THE INTERNAL AFFAIRS BUREAU COMMAND CENTER, AS REQUIRED.","Case: 1, Penalty: VACATION DAYS&nbsp;<i>(20 day(s) )","GUILTY"
"943275","2014-12069","WHILE OFF-DUTY,  WRONGFULLY AND WITHOUT JUST CAUSE, ENGAGED IN OFF-DUTY EMPLOYMENT, WITHOUT PERMISSION OR AUTHORITY TO DO SO.","Case: 1, Penalty: VACATION DAYS&nbsp;<i>(20 day(s) )","GUILTY"
"943275","2014-12069","WRONGFULLY DID FAIL AND NEGLECT TO ADVISE THE DEPARTMENT OF A CHANGE OF HIS RESIDENTIAL ADDRESS.","Case: 1, Penalty: VACATION DAYS&nbsp;<i>(20 day(s) )","GUILTY"
"943275","2014-12069","SAID POLICE OFFICER PROVIDED THE NEW YORK CITY DEPARTMENT OF EDUCATION WITH INACCURATE INFORMATION REGARDING SAID POLICE OFFICER's RESIDENCE ADDRESS ON SCHOOL ENROLLMENT PAPERWORK.","Case: 1, Penalty: VACATION DAYS&nbsp;<i>(20 day(s) )","GUILTY"
"960573",NA,NA,NA,NA
"951757",NA,NA,NA,NA
"938528",NA,NA,NA,NA
"947017",NA,NA,NA,NA
"961780",NA,NA,NA,NA
"943276",NA,NA,NA,NA
"932693",NA,NA,NA,NA
"936645",NA,NA,NA,NA
"949003",NA,NA,NA,NA
"967518",NA,NA,NA,NA
"938529",NA,NA,NA,NA
"966586",NA,NA,NA,NA
"965125",NA,NA,NA,NA
"969716",NA,NA,NA,NA
"973415",NA,NA,NA,NA
"971446",NA,NA,NA,NA
"959651",NA,NA,NA,NA
"944584",NA,NA,NA,NA
"936650",NA,NA,NA,NA
"958614",NA,NA,NA,NA
"971948",NA,NA,NA,NA
"973416",NA,NA,NA,NA
"951758",NA,NA,NA,NA
"967078",NA,NA,NA,NA
"940109",NA,NA,NA,NA
"947754",NA,NA,NA,NA
"973089",NA,NA,NA,NA
"936646",NA,NA,NA,NA
"973417",NA,NA,NA,NA
"951759",NA,NA,NA,NA
"965126","2019-21224","while on-duty, did wrongfully disseminate Body Worn Camera footage containing confidential information.","Case: 1, Penalty: VACATION DAYS&nbsp;<i>(20 day(s) )","GUILTY"
"962427",NA,NA,NA,NA
"963531",NA,NA,NA,NA
"967886",NA,NA,NA,NA
"960575",NA,NA,NA,NA
"949005",NA,NA,NA,NA
"970537",NA,NA,NA,NA
"940174",NA,NA,NA,NA
"922397",NA,NA,NA,NA
"934902",NA,NA,NA,NA
"959652",NA,NA,NA,NA
"950471",NA,NA,NA,NA
"970538",NA,NA,NA,NA
"941020",NA,NA,NA,NA
"946427",NA,NA,NA,NA
"963039",NA,NA,NA,NA
"961957",NA,NA,NA,NA
"966073",NA,NA,NA,NA
"948496",NA,NA,NA,NA
"960576",NA,NA,NA,NA
"947650",NA,NA,NA,NA
"970539",NA,NA,NA,NA
"942858",NA,NA,NA,NA
"923861",NA,NA,NA,NA
"934904",NA,NA,NA,NA
"961781",NA,NA,NA,NA
"933796",NA,NA,NA,NA
"962428",NA,NA,NA,NA
"971066",NA,NA,NA,NA
"953897",NA,NA,NA,NA
"969717",NA,NA,NA,NA
"960577",NA,NA,NA,NA
"929524",NA,NA,NA,NA
"960578",NA,NA,NA,NA
"973418",NA,NA,NA,NA
"960579",NA,NA,NA,NA
"954850",NA,NA,NA,NA
"941021",NA,NA,NA,NA
"938530",NA,NA,NA,NA
"959654",NA,NA,NA,NA
"950473",NA,NA,NA,NA
"925563",NA,NA,NA,NA
"962746",NA,NA,NA,NA
"936649",NA,NA,NA,NA
"969718",NA,NA,NA,NA
"966587",NA,NA,NA,NA
"947915",NA,NA,NA,NA
"968427",NA,NA,NA,NA
"963532",NA,NA,NA,NA
"963038",NA,NA,NA,NA
"947916",NA,NA,NA,NA
"969719",NA,NA,NA,NA
"967080",NA,NA,NA,NA
"969084",NA,NA,NA,NA
"968428",NA,NA,NA,NA
"938532",NA,NA,NA,NA
"970540",NA,NA,NA,NA
"938533",NA,NA,NA,NA
"952766",NA,NA,NA,NA
"971447",NA,NA,NA,NA
"954851",NA,NA,NA,NA
"890060",NA,NA,NA,NA
"955941",NA,NA,NA,NA
"950475",NA,NA,NA,NA
"933650",NA,NA,NA,NA
"943281",NA,NA,NA,NA
